ID;Jugador;MJ;PJ;%PJ;PC;%PC;PT;%PT;PS;%PS;TA;TR;SA;G;PR;GPP;GE
youssouf-sabaly;Youssouf Sabaly;270;3;100.00;3;100.00;3;100.00;0;0.00;0;0;0;0;0;0;3
yuri-b;Yuri Berchiche;270;3;75.00;3;100.00;3;75.00;0;0.00;0;0;0;0;0;0;4
yvan-neyou;Yvan Neyou;310;4;100.00;2;50.00;3;75.00;1;25.00;2;0;0;0;0;0;2
yaser-asprilla;Yáser Asprilla;48;2;50.00;0;0.00;0;0.00;0;0.00;1;0;0;0;0;0;0
alex-b;Álex Baena;233;3;75.00;1;33.33;3;75.00;2;50.00;1;0;0;0;0;0;5
alejandro-gil;Álex Gil;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
alex-munoz;Álex Muñoz;147;2;50.00;0;0.00;2;50.00;2;50.00;0;0;0;0;0;0;3
alex-padilla;Alejandro Padilla Pérez;180;2;50.00;2;100.00;2;50.00;0;0.00;0;0;0;0;0;0;3
a-remiro;Álex Remiro;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;4
a-sola;Álex Sola;238;3;100.00;0;0.00;3;100.00;3;100.00;0;0;0;0;0;0;1
alex-suarez;Álex Suárez;335;4;100.00;3;75.00;4;100.00;1;25.00;0;0;0;0;0;1;5
alex-valle;Álex Valle;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
aguado-1;Álvaro Aguado;151;4;100.00;0;0.00;1;25.00;1;25.00;1;0;0;0;0;0;0
alvaro-djalo;Álvaro Djaló Dias Fernandes;84;2;50.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;1
alvaro-fernandez;Álvaro Fernández;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
alvaro-1;Álvaro García;155;3;75.00;0;0.00;2;50.00;2;50.00;1;0;0;1;0;0;1
alvaro-killane;Álvaro Killane;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
a-tejero;Álvaro Tejero;188;4;100.00;1;25.00;2;50.00;1;25.00;0;0;0;0;0;0;1
correa;Ángel Correa;84;4;100.00;0;0.00;0;0.00;0;0.00;0;0;0;1;0;0;0
angel-f;Ángel Fortuño;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
e-militao;Éder Gabriel Militão;360;4;100.00;4;100.00;4;100.00;0;0.00;1;0;0;0;0;0;2
i-lekue;Íñigo Lekue;200;4;100.00;2;50.00;2;50.00;0;0.00;1;0;0;0;0;0;3
de-marcos;Óscar De Marcos;90;1;25.00;1;100.00;1;25.00;0;0.00;0;0;0;0;0;0;0
mingueza;Óscar Mingueza;315;4;100.00;3;75.00;4;100.00;1;25.00;1;0;0;2;0;0;9
oscar-4;Óscar Rodríguez;189;3;75.00;0;0.00;2;50.00;2;50.00;1;0;0;0;1;0;1
oscar-trejo;Óscar Trejo;63;1;25.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;0
oscar-5;Óscar Valentín;338;4;100.00;3;75.00;4;100.00;1;25.00;0;0;0;0;0;0;4
orjan-nyland;Ørjan Nyland;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;6
